timestamp,frame,track_id,event_type,zone_name,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence
2026-05-14 00:12:08,2,1,zone_intrusion,restricted_area,44,168,191,536,0.9098
2026-05-14 00:12:15,32,1,zone_intrusion,restricted_area,55,170,195,534,0.8488
2026-05-14 00:12:18,43,3,loitering,waiting_zone,704,198,768,356,0.8784
2026-05-14 00:12:18,43,4,loitering,waiting_zone,689,196,717,283,0.5924
2026-05-14 00:12:22,62,1,zone_intrusion,restricted_area,62,169,203,530,0.9176
2026-05-14 00:12:27,82,6,loitering,waiting_zone,634,196,660,267,1.0
2026-05-14 00:12:29,92,1,zone_intrusion,restricted_area,87,171,224,523,0.8609
2026-05-14 00:12:35,122,1,zone_intrusion,restricted_area,96,170,229,517,0.9064
2026-05-14 00:12:41,152,1,zone_intrusion,restricted_area,118,170,252,514,0.8459
2026-05-14 00:12:43,164,2,loitering,waiting_zone,554,160,691,535,0.903
2026-05-14 00:12:47,182,1,zone_intrusion,restricted_area,122,168,253,504,0.9129
2026-05-14 00:12:54,212,1,zone_intrusion,restricted_area,138,173,267,501,0.8973
2026-05-14 00:13:01,242,1,zone_intrusion,restricted_area,151,173,278,496,0.9002
2026-05-14 00:13:06,260,6,loitering,waiting_zone,729,192,755,236,0.5839
2026-05-14 00:13:10,272,1,zone_intrusion,restricted_area,168,173,298,495,0.9093
2026-05-14 00:13:17,302,1,zone_intrusion,restricted_area,195,176,319,486,0.91
2026-05-14 00:13:25,332,1,zone_intrusion,restricted_area,217,179,337,485,0.9076
2026-05-14 00:13:34,362,1,zone_intrusion,restricted_area,243,180,364,481,0.8844
2026-05-14 00:13:39,379,8,loitering,waiting_zone,654,191,689,286,1.0
2026-05-14 00:13:41,387,9,loitering,waiting_zone,746,191,770,251,0.8482
2026-05-14 00:13:43,392,1,zone_intrusion,restricted_area,258,183,372,481,0.8533
2026-05-14 00:13:51,422,1,zone_intrusion,restricted_area,267,183,383,478,0.8843
2026-05-14 00:13:54,433,7,zone_intrusion,restricted_area,32,203,174,535,0.9283
2026-05-14 00:14:00,452,1,zone_intrusion,restricted_area,279,185,390,477,0.9008
2026-05-14 00:14:03,463,7,zone_intrusion,restricted_area,48,203,187,536,0.9076
2026-05-14 00:14:07,482,1,zone_intrusion,restricted_area,295,186,407,472,0.8841
2026-05-14 00:14:10,493,7,zone_intrusion,restricted_area,67,211,204,537,0.9187
2026-05-14 00:14:16,512,1,zone_intrusion,restricted_area,302,187,408,467,0.8827
2026-05-14 00:14:19,523,7,zone_intrusion,restricted_area,72,208,201,537,0.9182
2026-05-14 00:14:25,542,1,zone_intrusion,restricted_area,312,188,419,460,0.8898
2026-05-14 00:14:29,553,7,zone_intrusion,restricted_area,84,209,216,535,0.924
2026-05-14 00:14:35,572,1,zone_intrusion,restricted_area,312,189,415,458,0.9011
2026-05-14 00:14:38,583,7,zone_intrusion,restricted_area,106,210,225,537,0.924
2026-05-14 00:14:43,602,1,zone_intrusion,restricted_area,316,190,422,454,0.9027
2026-05-14 00:14:46,613,7,zone_intrusion,restricted_area,119,210,243,537,0.9096
2026-05-14 00:14:51,632,1,zone_intrusion,restricted_area,311,191,409,453,0.8967
2026-05-14 00:14:54,643,7,zone_intrusion,restricted_area,131,207,246,535,0.9105
2026-05-14 00:15:00,662,1,zone_intrusion,restricted_area,310,193,414,452,0.9004
2026-05-14 00:15:03,673,7,zone_intrusion,restricted_area,140,205,257,535,0.911
2026-05-14 00:15:08,692,1,zone_intrusion,restricted_area,310,196,406,449,0.9036
2026-05-14 00:15:10,703,7,zone_intrusion,restricted_area,144,207,259,533,0.8994
2026-05-14 00:15:14,713,4,zone_intrusion,restricted_area,458,212,540,431,0.8459
2026-05-14 00:15:16,722,1,zone_intrusion,restricted_area,308,195,412,445,0.9046
2026-05-14 00:15:20,733,7,zone_intrusion,restricted_area,164,210,276,530,0.8779
2026-05-14 00:15:21,737,6,loitering,waiting_zone,629,200,679,375,0.731
2026-05-14 00:15:23,743,4,zone_intrusion,restricted_area,415,209,498,432,0.8739
2026-05-14 00:15:26,752,1,zone_intrusion,restricted_area,310,199,402,447,0.9155
2026-05-14 00:15:30,763,7,zone_intrusion,restricted_area,181,208,286,525,0.8738
2026-05-14 00:15:34,773,4,zone_intrusion,restricted_area,401,211,479,426,0.8275
2026-05-14 00:15:36,782,1,zone_intrusion,restricted_area,308,196,409,441,0.9321
2026-05-14 00:15:40,793,7,zone_intrusion,restricted_area,205,210,312,525,0.9022
2026-05-14 00:15:42,800,5,zone_intrusion,restricted_area,459,195,540,382,0.9066
2026-05-14 00:15:43,803,4,zone_intrusion,restricted_area,380,209,451,426,0.799
2026-05-14 00:15:46,812,1,zone_intrusion,restricted_area,315,197,404,441,0.9174
2026-05-14 00:15:49,823,7,zone_intrusion,restricted_area,227,211,322,516,0.8519
2026-05-14 00:15:52,831,5,zone_intrusion,restricted_area,458,194,541,383,0.9041
2026-05-14 00:15:52,833,4,zone_intrusion,restricted_area,383,210,437,425,0.654
2026-05-14 00:15:56,842,1,zone_intrusion,restricted_area,328,198,420,437,0.8555
2026-05-14 00:15:59,853,7,zone_intrusion,restricted_area,246,212,337,509,0.8676
2026-05-14 00:16:02,861,5,zone_intrusion,restricted_area,453,196,539,387,0.8881
2026-05-14 00:16:03,863,4,zone_intrusion,restricted_area,420,223,446,315,1.0
2026-05-14 00:16:05,872,1,zone_intrusion,restricted_area,347,199,437,430,0.893
2026-05-14 00:16:09,883,7,zone_intrusion,restricted_area,248,212,341,505,0.8651
2026-05-14 00:16:12,891,5,zone_intrusion,restricted_area,448,198,531,388,0.8837
2026-05-14 00:16:12,893,4,zone_intrusion,restricted_area,453,235,454,236,1.0
2026-05-14 00:16:15,902,1,zone_intrusion,restricted_area,372,198,461,429,0.814
2026-05-14 00:16:19,913,7,zone_intrusion,restricted_area,254,214,352,501,0.8616
2026-05-14 00:16:22,923,4,zone_intrusion,restricted_area,359,205,414,418,0.7151
2026-05-14 00:16:25,932,1,zone_intrusion,restricted_area,398,196,481,422,0.827
2026-05-14 00:16:26,936,5,zone_intrusion,restricted_area,462,198,537,390,0.8458
2026-05-14 00:16:29,943,7,zone_intrusion,restricted_area,251,211,343,492,0.8694
2026-05-14 00:16:33,953,4,zone_intrusion,restricted_area,364,206,425,414,0.7998
2026-05-14 00:16:36,962,1,zone_intrusion,restricted_area,413,196,503,423,0.8623
2026-05-14 00:16:39,973,7,zone_intrusion,restricted_area,248,212,347,490,0.8682
2026-05-14 00:16:42,983,4,zone_intrusion,restricted_area,371,205,440,412,0.8474
2026-05-14 00:16:44,992,1,zone_intrusion,restricted_area,442,194,532,417,0.8876
2026-05-14 00:16:47,1003,7,zone_intrusion,restricted_area,248,213,343,487,0.8848
2026-05-14 00:16:49,1013,4,zone_intrusion,restricted_area,367,205,440,408,0.8686
2026-05-14 00:16:51,1020,5,zone_intrusion,restricted_area,442,196,502,396,0.555
2026-05-14 00:16:55,1033,7,zone_intrusion,restricted_area,262,217,356,488,0.8689
2026-05-14 00:16:56,1036,8,loitering,waiting_zone,629,201,662,296,1.0
2026-05-14 00:16:59,1043,4,zone_intrusion,restricted_area,364,206,448,408,0.8731
2026-05-14 00:17:01,1050,5,zone_intrusion,restricted_area,455,196,525,394,0.779
2026-05-14 00:17:01,1052,6,loitering,waiting_zone,573,197,652,394,0.8305
2026-05-14 00:17:05,1063,7,zone_intrusion,restricted_area,279,219,368,480,0.8239
2026-05-14 00:17:07,1073,4,zone_intrusion,restricted_area,369,204,443,402,0.8632
2026-05-14 00:17:09,1080,5,zone_intrusion,restricted_area,456,197,531,395,0.8612
2026-05-14 00:17:13,1093,7,zone_intrusion,restricted_area,291,222,381,478,0.8758
2026-05-14 00:17:15,1103,4,zone_intrusion,restricted_area,369,205,444,400,0.8434
2026-05-14 00:17:17,1110,5,zone_intrusion,restricted_area,448,194,533,396,0.8729
2026-05-14 00:17:21,1123,7,zone_intrusion,restricted_area,300,223,385,473,0.8734
2026-05-14 00:17:24,1133,1,loitering,waiting_zone,586,197,649,394,0.5564
2026-05-14 00:17:24,1133,4,zone_intrusion,restricted_area,372,207,440,396,0.8628
2026-05-14 00:17:27,1140,5,zone_intrusion,restricted_area,446,193,539,396,0.8929
2026-05-14 00:17:31,1153,7,zone_intrusion,restricted_area,305,222,391,471,0.8514
2026-05-14 00:17:34,1163,4,zone_intrusion,restricted_area,383,207,447,392,0.8639
